id,MovieName,Genre,Directors,Stars,Overviews,Watch_time,Year_of_Release,Meta_Score,Votes,Gross_Collection(M$)
,Selvi Boylum Al Yazmalim,"Drama, Romance",Atif Yilmaz,"Türkan Soray, Kadir Inanir, Ahmet Mekin, Hülya Tuglu","Story of a dilemma between a woman's love and her logic. Asya, a young girl with a strict mother, meets Ilyas who is a womanizer city man, and they quickly fall in love. They get over the ...                ",173,2021,59,47591,16.94
,Sarpatta Parambarai,"Action, Drama, Sport",Pa. Ranjith,"Arya, Pasupathy, John Kokken, Shabeer Kallarakkal","When Sarpatta Parambarai is challenged to a do-or-die match, will Kabilan, a young labourer, put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics?",95,1965,59,47591,16.94
,Operatsiya 'Y' i drugie priklyucheniya Shurika,"Comedy, Crime, Drama",Leonid Gaidai,"Aleksandr Demyanenko, Mikhail Pugovkin, Aleksei Smirnov, Vladimir Basov","Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.",170,2022,59,47591,16.94
,Jersey,"Drama, Sport",Gowtam Tinnanuri,"Nani, Shraddha Srinath, Sathyaraj, Ronit Kamra",A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,157,2019,59,47591,16.94
,Zübük,"Comedy, Crime, Drama",Kartal Tibet,"Kemal Sunal, Nevra Serezli, Metin Serezli, Kadir Savun","Zübük gets expelled from the political party that he is a member of, due to corruption. The journalist Yasar wants to make a news story about his case and investigates Zübük's doings. Yasar...                ",170,2022,59,47591,16.94
,Thalapathi,"Action, Crime, Drama",Mani Ratnam,"Rajinikanth, Mammootty, Shobana, Arvind Swami",An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.,157,2019,59,47591,16.94
,Gol Maal,"Comedy, Romance",Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Shobha Khote",A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.,88,1980,59,47591,16.94
,Çöpçüler Krali,"Comedy, Romance",Zeki Ökten,"Kemal Sunal, Sener Sen, Aysen Gruda, Ihsan Yüce","Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss.",157,1991,59,47591,16.94
85,Raiders of the Lost Ark,"Action, Adventure",Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",120,1979,59,47591,16.94
569094,Spider-Man: Into the Spider-Verse,"Animation, Action, Adventure",Bob Persichetti,"Peter Ramsey, Rodney Rothman, Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali",Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.nerdy high school student Peter Parker is endowed with amazing powers,80,1977,59,47591,16.94
299534,Avengers: Endgame,"Action, Adventure, Drama",Anthony Russo,"Joe Russo, Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",115,1981,85,981363,248.16
68718,Django Unchained,"Drama, Western",Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",117,2018,87,554148,190.24
28,Apocalypse Now,"Drama, Mystery, War",Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,181,2019,78,1167199,858.37
679,Aliens,"Action, Adventure, Sci-Fi",James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser","Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",165,2012,81,1588389,162.81
475557,Joker,"Crime, Drama, Thriller",Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy","The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution.",147,1979,94,678819,83.47
49026,The Dark Knight Rises,"Action, Drama, Thriller",Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman","Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.",137,1986,84,728924,85.16
299536,Avengers: Infinity War,"Action, Adventure, Sci-Fi",Anthony Russo,"Joe Russo, Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,122,2019,59,1338232,335.45
694,The Shining,"Drama, Horror",Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",164,2012,78,1732064,448.14
,Oldeuboi,"Action, Drama, Mystery",Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong, Kim Byeong-Ok","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",149,2018,68,1111763,678.82
77,Memento,"Mystery, Thriller",Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior",A man with short-term memory loss attempts to track down his wife's murderer.,146,1980,66,1042337,44.02
279,Amadeus,"Biography, Drama, Music",Milos Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",120,2003,77,592112,0.71
,Idi i smotri,"Drama, Thriller, War",Elem Klimov,"Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas","After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",113,2000,81,1257327,25.54
354912,Coco,"Animation, Adventure, Drama",Lee Unkrich,"Adrian Molina, Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",160,1984,88,407932,51.97
,Kimi no na wa.,"Animation, Drama, Fantasy",Makoto Shinkai,"Ryunosuke Kamiki, Mone Kamishiraishi, Ryo Narita, Aoi Yûki","Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",142,1985,59,47591,16.94
10681,WALL·E,"Animation, Adventure, Family",Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",105,2017,81,527780,209.73
20453,3 Idiots,"Comedy, Drama",Rajkumar Hirani,"Aamir Khan, Madhavan, Mona Singh, Sharman Joshi","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",106,2016,79,281381,5.02
,The Lives of Others,"Drama, Mystery, Thriller",Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",98,2008,95,1135854,223.81
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Comedy, War",Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",170,2009,67,408538,6.53
387,Das Boot,"Drama, War",Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch",A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,137,2006,89,395103,11.29
,Capharnaüm,Drama,Nadine Labaki,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad","While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",95,1964,97,498179,0.28
,Sunset Blvd.,"Drama, Film-Noir",Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson",A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,149,1981,86,254544,11.49
975,Paths of Glory,"Drama, War",Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready","After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",126,2018,75,93939,1.66
37257,Witness for the Prosecution,"Crime, Drama, Mystery",Billy Wilder,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,110,1950,94,47591,16.94
914,The Great Dictator,"Comedy, Drama, War",Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,88,1957,90,47591,16.94
,Tengoku to jigoku,"Crime, Drama, Mystery",Akira Kurosawa,"Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai, Kyôko Kagawa",An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,116,1957,76,128640,8.18
,Kaithi,"Action, Adventure, Crime",Lokesh Kanagaraj,"Karthi, Narain, Arjun Das, George Maryan","Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",125,1940,59,227619,0.29
,Sardar Udham,"Biography, Crime, Drama",Shoojit Sircar,"Vicky Kaushal, Shaun Scott, Stephen Hogan, Amol Parashar","A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.",143,1963,90,47591,16.94
,Dil Bechara,"Comedy, Drama, Romance",Mukesh Chhabra,"Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid, Saswata Chatterjee","The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group.",145,2019,59,47591,16.94
,Asuran,"Action, Drama",Vetrimaaran,"Dhanush, Manju Warrier, Prakash Raj, Pasupathy","The teenage son of a farmer from an underprivileged caste kills a rich, upper caste landlord. How the pacifist farmer saves his hot-blooded son is the rest of the story.",164,2021,59,47591,16.94
,Black Friday,"Action, Crime, Drama",Anurag Kashyap,"Kay Kay Menon, Pawan Malhotra, Aditya Srivastav, Dibyendu Bhattacharya","A film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.",101,2020,59,47591,16.94
,Sanshô dayû,Drama,Kenji Mizoguchi,"Kinuyo Tanaka, Yoshiaki Hanayagi, Kyôko Kagawa, Eitarô Shindô","In medieval Japan, a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",141,2019,59,47591,16.94
,Vada Chennai,"Action, Crime, Drama",Vetrimaaran,"Dhanush, Ameer Sultan, Radha Ravi, Daniel Balaji",A young carrom player in north Chennai becomes a reluctant participant in a war between two warring gangsters.,143,2004,76,21361,0.03
,Flåklypa Grand Prix,"Animation, Comedy, Family",Ivo Caprino,"Wenche Foss, Per Theodor Haugen, Harald Heide-Steen Jr., Leif Juster",Reodor Felgen decides that he will enter a car race to defeat his former friend who has stolen his plans for a car.,124,1954,96,47591,16.94
,Mahanati,"Biography, Drama",Nag Ashwin,"Keerthy Suresh, Dulquer Salmaan, Samantha Ruth Prabhu, Vijay Deverakonda","Biography of Savitri, an actress from South India movie industry, who ruled the industry for two decades during 50s and 60s.",164,2018,59,47591,16.94
,Drishyam 2,"Crime, Drama, Thriller",Jeethu Joseph,"Mohanlal, Meena, Ansiba, Esther Anil",A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,88,1975,59,47591,16.94
,Kad porastem bicu Kengur,Comedy,Radivoje Andric,"Sergej Trifunovic, Marija Karan, Nebojsa Glogovac, Boris Milivojevic","During one peculiar night, the lives of several interconnected people are changed, as they rapidly experience love, disappointment, joy, greed and remorse.",177,2018,59,47591,16.94
,Kaun Pravin Tambe?,"Biography, Drama, Sport",Jayprad Desai,"Shreyas Talpade, Gaurav Kamble, Arif Zakaria, Asif Ali","An indian cricketer who shows persistence and hardwork to achieve his ultimate goal of playing a Ranji Trophy. At the penultimate stage of the career at a age when it is believed people's career ends, he starts a new chapter of his life.",152,2021,59,47591,16.94
,Marmoulak,"Comedy, Drama",Kamal Tabrizi,"Parviz Parastui, Bahram Ebrahimi, Reza Saeedi, Shahrokh Foroutanian",A recently jailed petty thief disguises as a Mullah and succeeds in escaping; but has to stay in the Mullah' role longer than he expected to.,140,2022,59,47591,16.94
,Filantropica,"Comedy, Drama",Nae Caranfil,"Mircea Diaconu, Gheorghe Dinica, Mara Nicolescu, Viorica Voda","Ovidiu, a high-school teacher looking for an extra buck, finds an unexpected way to earn easy money.",152,2021,59,47591,16.94
,Thani Oruvan,"Action, Crime, Thriller",Mohan Raja,"Jayam Ravi, Arvind Swami, Nayanthara, Nassar","Siddharth Abimanyu, an influential scientist, is involved in various illegal medical practices. Mithran, an efficient IPS officer, decides to expose him.",140,2022,59,47591,16.94
,Aruvi,Drama,Arun Prabhu Purushothaman,"Aditi Balan, Padmashri Mohammad Ali, Pradeep Anthony, Arnold",A gentle girl born and brought up amidst the ever growing eco-social-consumeristic environment finds it difficult to fit in the society. She decides to take it hard on the people. What she does is the rest of the story.,92,2004,59,47591,16.94
